#       time                file                area                mass    irreducible mass                spin      dimless spin-x      dimless spin-y      dimless spin-z  dimless spin-z-alt     linear mom. |P|      linear mom. Px      linear mom. Py      linear mom. Pz            origin_x            origin_y            origin_z            center_x            center_y            center_z
   0.0000000    0.0000000000e+00    1.4261902234e+01    5.3266456164e-01    5.3266455655e-01    1.4735581906e-04    1.2807336889e-07    4.7260614112e-09   -2.7663902173e-04    0.0000000000e+00    9.8546098704e-02    1.0179343058e-08   -9.8546098281e-02   -9.1293993391e-06    6.0000000000e+00    8.0000000000e+00    0.0000000000e+00    5.9991879319e+00    8.0041079078e+00    9.0543109121e-10
   0.5000000    1.0000000000e+00    1.4160044132e+01    5.3075902034e-01    5.3075901053e-01    2.0407883654e-04    9.4002106570e-06    2.4851148675e-09   -3.8438883173e-04    0.0000000000e+00    9.6553842038e-02    2.8772146808e-03   -9.6510963085e-02    7.2410241190e-06    5.9988399110e+00    8.0043647918e+00   -6.5087427115e-10    5.9988663922e+00    8.0013400900e+00    2.8778875116e-10
