#       time                file                area                mass    irreducible mass                spin      dimless spin-x      dimless spin-y      dimless spin-z  dimless spin-z-alt     linear mom. |P|      linear mom. Px      linear mom. Py      linear mom. Pz            origin_x            origin_y            origin_z            center_x            center_y            center_z
   0.0000000    0.0000000000e+00    1.4261902235e+01    5.3266456166e-01    5.3266455656e-01    1.4735581473e-04   -1.2827328971e-07   -4.7258286904e-09   -2.7663901351e-04    0.0000000000e+00    9.8546098701e-02   -1.0178989997e-08    9.8546098278e-02   -9.1294003388e-06    1.0000000000e+01    8.0000000000e+00    0.0000000000e+00    1.0000812068e+01    7.9958920922e+00    3.7565739408e-10
   0.5000000    1.0000000000e+00    1.4160044131e+01    5.3075902032e-01    5.3075901051e-01    2.0407882905e-04   -9.4001700710e-06   -2.4722319881e-09   -3.8438881863e-04    0.0000000000e+00    9.6553842058e-02   -2.8772147732e-03    9.6510963102e-02    7.2409642789e-06    1.0001160089e+01    7.9956352081e+00   -6.9307695139e-09    1.0001133608e+01    7.9986599100e+00    2.5556466665e-10
