#       time                file                area                mass    irreducible mass                spin      dimless spin-x      dimless spin-y      dimless spin-z  dimless spin-z-alt     linear mom. |P|      linear mom. Px      linear mom. Py      linear mom. Pz            origin_x            origin_y            origin_z            center_x            center_y            center_z
  50.0000000    1.0000000000e+02                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan    0.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00
  50.5000000    1.0100000000e+02                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan    0.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00
  51.0000000    1.0200000000e+02                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan    0.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00
  51.5000000    1.0300000000e+02                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan    0.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00
  52.0000000    1.0400000000e+02                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan    0.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00
  52.5000000    1.0500000000e+02                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan    0.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00
  53.0000000    1.0600000000e+02                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan    0.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00
  53.5000000    1.0700000000e+02                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan    0.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00
  54.0000000    1.0800000000e+02                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan    0.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00
  54.5000000    1.0900000000e+02                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan    0.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00
  55.0000000    1.1000000000e+02                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan    0.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00
  55.5000000    1.1100000000e+02                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan    0.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00
  56.0000000    1.1200000000e+02                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan    0.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00
  56.5000000    1.1300000000e+02                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan    0.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00
  57.0000000    1.1400000000e+02                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan    0.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00
  57.5000000    1.1500000000e+02                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan    0.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00
  58.0000000    1.1600000000e+02                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan    0.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00
  58.5000000    1.1700000000e+02                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan    0.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00
  59.0000000    1.1800000000e+02                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan    0.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00
  59.5000000    1.1900000000e+02                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan    0.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00
  60.0000000    1.2000000000e+02                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan                 nan    0.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00    8.0000000000e+00    8.0000000000e+00    0.0000000000e+00
